Nombre,Edad,Ciudad,Documento de Identidad,Fecha de Nacimiento,Teléfono,Dirección
Marta Muñoz Moreno,27,Las Palmas,33940063W,24/06/1999,663702295,"Calle del Sol, 40, 1ºB"
Fernando Martín Martínez,50,Valencia,33405222N,17/01/1976,611813948,"Avenida de la Constitución, 102, 4ºB"
Carmen González Muñoz,33,Madrid,26424208J,12/11/1993,963227922,"Calle Mayor, 32, 7ºA"
Javier Romero Gutiérrez,69,Madrid,70638533L,20/12/1957,975240036,"Paseo de la Castellana, 32, 1ºC"
Ricardo Romero Gutiérrez,37,Córdoba,95156754Q,09/03/1989,787630053,"Calle Nueva, 140, 6ºB"
Miguel Martín Díaz,24,Murcia,42329428H,09/12/2002,676847241,"Avenida de Madrid, 115, 8ºA"
Miguel González Hernández,69,Las Palmas,75590749G,20/06/1957,912340290,"Calle Mayor, 139, 8ºD"
María Fernández Gutiérrez,22,Palma,11040721M,29/01/2004,674169168,"Avenida de Madrid, 110, 2ºB"
Isabel Fernández Fernández,72,Madrid,32922682T,29/10/1954,680173787,"Avenida de Madrid, 84, 5ºB"
Carlos Alonso Jiménez,67,Valladolid,71492530W,01/05/1959,632328344,"Paseo de la Castellana, 72, 2ºD"
Raquel Jiménez Rodríguez,39,Gijón,32783776D,29/06/1987,745174334,"Calle Real, 129, 7ºC"
Javier Sánchez Martínez,50,Valladolid,89437773G,13/05/1976,995106428,"Avenida de la Constitución, 24, 4ºD"
María Romero Martínez,46,Zaragoza,34141655K,15/08/1980,670466021,"Calle del Sol, 145, 3ºC"
Lucía Alonso Muñoz,35,Valladolid,84414458C,10/06/1991,939221816,"Avenida de la Constitución, 57, 8ºD"
Carmen Díaz Rodríguez,38,Gijón,72873616C,08/07/1988,693047078,"Paseo de la Castellana, 97, 5ºD"
Carlos Alonso Álvarez,31,Málaga,12468896S,20/10/1995,790401989,"Calle de la Paz, 24, 6ºA"
Raquel Fernández Díaz,77,Alicante,82411468W,07/10/1949,913538072,"Calle Nueva, 52, 8ºB"
Raquel Ruiz Rodríguez,78,Murcia,13247792J,02/04/1948,988822508,"Calle del Sol, 85, 6ºC"
Fernando González Romero,36,Valencia,54852195S,30/03/1990,993653548,"Calle Ancha, 73, 1ºA"
Paula Jiménez Fernández,33,Zaragoza,71117208W,24/01/1993,949535842,"Calle Nueva, 18, 3ºC"
Elena González Jiménez,77,Zaragoza,49000560M,27/03/1949,726495156,"Calle del Sol, 25, 2ºB"
Carlos Romero Moreno,73,Las Palmas,98238680H,04/03/1953,663387314,"Paseo de la Castellana, 123, 7ºB"
María Martínez López,84,Gijón,93931526V,08/02/1942,681979498,"Calle Mayor, 55, 5ºC"
Pedro Díaz Martínez,48,Valladolid,18183736B,03/10/1978,657123948,"Calle del Sol, 75, 2ºD"
Isabel Sánchez Martínez,61,Las Palmas,73630170J,31/05/1965,644664476,"Calle de la Paz, 148, 6ºD"
Ana Fernández Álvarez,80,Madrid,72947731Q,08/12/1946,647756492,"Calle Nueva, 26, 8ºB"
Carmen Romero Alonso,31,Gijón,38438832J,05/01/1995,684862597,"Calle Nueva, 90, 4ºD"
Juan Romero Martínez,67,Zaragoza,62497671E,04/01/1959,761069588,"Calle del Sol, 129, 2ºA"
Carlos Moreno Fernández,50,Palma,51444333A,01/01/1976,726212772,"Calle Real, 82, 1ºD"
Diego Martín Ruiz,34,Zaragoza,71035597E,06/08/1992,688662780,"Calle Nueva, 53, 7ºA"
Ricardo Hernández Sánchez,78,Gijón,35190867B,25/11/1948,999026107,"Avenida de Madrid, 40, 5ºA"
Javier Rodríguez Alonso,82,Valladolid,35014685N,22/04/1944,722749302,"Calle del Sol, 124, 1ºA"
Raquel Alonso Díaz,29,Sevilla,60535722D,06/09/1997,994695732,"Calle de la Paz, 34, 7ºB"
Luis Álvarez López,47,Zaragoza,61364299M,05/06/1979,982882549,"Calle del Sol, 58, 1ºD"
Sofía Ruiz Ruiz,57,Zaragoza,85058402A,30/04/1969,644647398,"Avenida de la Constitución, 91, 6ºD"
Diego Martínez Díaz,19,Córdoba,44091147G,29/03/2007,776048052,"Calle Mayor, 100, 8ºD"
María Martínez Rodríguez,68,Zaragoza,88720724Q,16/08/1958,946298478,"Avenida de la Constitución, 3, 1ºA"
Sofía Gómez Díaz,62,Córdoba,15432298S,14/04/1964,677196755,"Calle Mayor, 127, 7ºD"
Juan Martínez Jiménez,29,Las Palmas,44569412M,23/03/1997,738235137,"Calle Mayor, 127, 8ºB"
María López López,36,Palma,36200518W,12/02/1990,692609563,"Calle Ancha, 85, 6ºA"
Elena Muñoz Pérez,50,Córdoba,79920580Q,31/03/1976,926108797,"Calle Real, 28, 7ºD"
Marta Romero López,55,Palma,11900176M,03/09/1971,932584710,"Calle Ancha, 113, 2ºC"
Paula Muñoz Alonso,60,Valladolid,21319219P,16/01/1966,649194304,"Paseo de la Castellana, 94, 3ºB"
Pedro López Alonso,58,Valladolid,97833308A,27/03/1968,765288476,"Paseo de la Castellana, 20, 1ºA"
Isabel Rodríguez Díaz,62,Murcia,82038302B,23/06/1964,620567941,"Paseo de la Castellana, 9, 6ºB"
Fernando Martínez López,74,Gijón,68789070Z,12/12/1952,754795228,"Paseo de la Castellana, 4, 3ºB"
Raquel Martínez Ruiz,81,Las Palmas,82384631D,30/08/1945,910601406,"Calle Real, 89, 1ºB"
Elena Muñoz Jiménez,32,Sevilla,82347064J,17/11/1994,923230633,"Calle Real, 46, 2ºC"
Marta Sánchez Martínez,36,Palma,60209517E,07/09/1990,637724962,"Plaza de España, 122, 6ºA"
Marta Jiménez Jiménez,22,Valladolid,58428349Y,22/06/2004,724724638,"Plaza de España, 132, 3ºD"
